"","name","module","connectivity","participation","role","X0.228752265877247"
"1016","1016",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1017","1017",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1032","1032",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1033","1033",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1036","1036",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1045","1045",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1046","1046",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1051","1051",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1054","1054",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1055","1055",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1058","1058",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1064","1064",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1066","1066",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1077","1077",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1078","1078",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1080","1080",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1081","1081",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1089","1089",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"109","109",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1100","1100",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1163","1163",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1169","1169",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1170","1170",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1174","1174",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1184","1184",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1185","1185",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1193","1193",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1207","1207",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1219","1219",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1223","1223",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1229","1229",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"123","123",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1235","1235",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1239","1239",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1252","1252",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1253","1253",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1256","1256",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1259","1259",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1265","1265",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1276","1276",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1280","1280",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1286","1286",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1287","1287",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1291","1291",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1292","1292",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1295","1295",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1297","1297",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1302","1302",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1310","1310",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1316","1316",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1317","1317",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1321","1321",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1322","1322",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1326","1326",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1329","1329",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1330","1330",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1331","1331",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"134","134",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1344","1344",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1353","1353",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"136","136",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1365","1365",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1369","1369",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1371","1371",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1374","1374",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1384","1384",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1391","1391",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1398","1398",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"141","141",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1415","1415",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1428","1428",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1442","1442",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1465","1465",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1473","1473",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1475","1475",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1483","1483",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1490","1490",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1491","1491",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1493","1493",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1495","1495",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1498","1498",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1501","1501",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1514","1514",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1516","1516",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1517","1517",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1519","1519",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1526","1526",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1527","1527",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1528","1528",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1529","1529",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1530","1530",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1538","1538",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1539","1539",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1556","1556",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1570","1570",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"159","159",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1590","1590",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1595","1595",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1599","1599",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1607","1607",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"161","161",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1614","1614",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1618","1618",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1620","1620",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1622","1622",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1623","1623",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1625","1625",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1627","1627",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1630","1630",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1649","1649",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1651","1651",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1652","1652",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1659","1659",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1686","1686",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1696","1696",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1697","1697",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1709","1709",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1712","1712",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1717","1717",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1737","1737",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1739","1739",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1741","1741",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1742","1742",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1750","1750",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1764","1764",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1773","1773",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1774","1774",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1788","1788",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1789","1789",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1794","1794",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1801","1801",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1814","1814",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1817","1817",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1819","1819",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"190","190",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"196","196",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"201","201",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"203","203",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"208","208",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"209","209",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"214","214",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"218","218",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"220","220",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"222","222",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"226","226",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"231","231",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"241","241",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"260","260",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"262","262",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"264","264",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"267","267",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"283","283",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"284","284",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"304","304",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"307","307",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"311","311",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"316","316",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"319","319",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"323","323",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"343","343",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"344","344",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"347","347",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"350","350",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"351","351",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"357","357",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"37","37",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"381","381",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"390","390",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"392","392",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"396","396",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"40","40",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"41","41",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"410","410",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"411","411",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"412","412",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"42","42",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"420","420",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"421","421",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"425","425",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"426","426",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"43","43",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"431","431",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"432","432",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"434","434",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"438","438",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"452","452",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"454","454",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"455","455",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"456","456",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"457","457",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"461","461",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"462","462",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"494","494",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"51","51",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"512","512",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"528","528",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"547","547",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"56","56",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"566","566",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"570","570",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"581","581",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"597","597",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"603","603",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"604","604",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"607","607",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"608","608",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"609","609",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"610","610",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"612","612",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"614","614",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"617","617",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"618","618",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"62","62",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"622","622",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"624","624",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"628","628",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"629","629",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"633","633",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"634","634",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"664","664",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"671","671",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"675","675",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"687","687",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"694","694",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"697","697",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"707","707",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"708","708",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"711","711",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"715","715",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"727","727",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"728","728",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"733","733",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"738","738",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"739","739",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"760","760",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"81","81",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"812","812",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"816","816",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"84","84",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"848","848",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"851","851",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"873","873",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"880","880",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"881","881",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"903","903",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"908","908",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"910","910",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"918","918",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"931","931",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"933","933",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"94","94",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"96","96",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"97","97",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"973","973",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"979","979",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"99","99",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"996","996",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"999","999",0,-0.0744136209113329,0,"Ultra peripheral",0.228752265877247
"1057","1057",0,-0.0744136209113329,0.444444444444445,"Peripheral",0.228752265877247
"1214","1214",0,-0.0744136209113329,0.444444444444445,"Peripheral",0.228752265877247
"1284","1284",0,-0.0744136209113329,0.444444444444445,"Peripheral",0.228752265877247
"140","140",0,-0.0744136209113329,0.444444444444445,"Peripheral",0.228752265877247
"1434","1434",0,-0.0744136209113329,0.444444444444445,"Peripheral",0.228752265877247
"1447","1447",0,-0.0744136209113329,0.444444444444445,"Peripheral",0.228752265877247
"1646","1646",0,-0.0744136209113329,0.444444444444445,"Peripheral",0.228752265877247
"1677","1677",0,-0.0744136209113329,0.444444444444445,"Peripheral",0.228752265877247
"1718","1718",0,-0.0744136209113329,0.444444444444445,"Peripheral",0.228752265877247
"178","178",0,-0.0744136209113329,0.444444444444445,"Peripheral",0.228752265877247
"328","328",0,-0.0744136209113329,0.444444444444445,"Peripheral",0.228752265877247
"605","605",0,-0.0744136209113329,0.444444444444445,"Peripheral",0.228752265877247
"827","827",0,-0.0744136209113329,0.444444444444445,"Peripheral",0.228752265877247
"1038","1038",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"1039","1039",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"1065","1065",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"1072","1072",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"112","112",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"1157","1157",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"1168","1168",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"1179","1179",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"1190","1190",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"1191","1191",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"1197","1197",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"1215","1215",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"1220","1220",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"1269","1269",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"1289","1289",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"1323","1323",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"1401","1401",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"1432","1432",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"1450","1450",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"149","149",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"1553","1553",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"1619","1619",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"164","164",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"1653","1653",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"1656","1656",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"1691","1691",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"1725","1725",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"181","181",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"200","200",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"234","234",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"243","243",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"299","299",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"324","324",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"356","356",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"386","386",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"399","399",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"451","451",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"554","554",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"592","592",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"627","627",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"632","632",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"650","650",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"695","695",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"702","702",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"725","725",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"772","772",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"789","789",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"839","839",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"868","868",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"890","890",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"916","916",0,-0.0744136209113329,0.5,"Peripheral",0.228752265877247
"1245","1245",0,-0.0744136209113329,0.625,"Connector",0.228752265877247
"1336","1336",0,-0.0744136209113329,0.625,"Connector",0.228752265877247
"1728","1728",0,-0.0744136209113329,0.625,"Connector",0.228752265877247
"861","861",0,-0.0744136209113329,0.625,"Connector",0.228752265877247
"1783","1783",0,-0.0744136209113329,0.64,"Connector",0.228752265877247
"1189","1189",0,-0.0744136209113329,0.666666666666667,"Connector",0.228752265877247
"1351","1351",0,-0.0744136209113329,0.666666666666667,"Connector",0.228752265877247
"524","524",0,-0.0744136209113329,0.666666666666667,"Connector",0.228752265877247
"568","568",0,-0.0744136209113329,0.666666666666667,"Connector",0.228752265877247
"690","690",0,-0.0744136209113329,0.666666666666667,"Connector",0.228752265877247
"876","876",0,-0.0744136209113329,0.666666666666667,"Connector",0.228752265877247
"1084","1084",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"113","113",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"1230","1230",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"132","132",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"1367","1367",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"1370","1370",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"1388","1388",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"1389","1389",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"1405","1405",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"1406","1406",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"1409","1409",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"1440","1440",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"1452","1452",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"1453","1453",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"1455","1455",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"1457","1457",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"1500","1500",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"1503","1503",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"1509","1509",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"1510","1510",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"155","155",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"1560","1560",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"1575","1575",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"1592","1592",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"1626","1626",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"1647","1647",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"1752","1752",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"1765","1765",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"1766","1766",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"1787","1787",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"1793","1793",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"1799","1799",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"1816","1816",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"1818","1818",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
"1820","1820",0,-0.034271227245402,0,"Ultra peripheral",0.228752265877247
