"","name","module","connectivity","participation","role","X0.228752265877247"
"1418","1418",1,-0.00349360460424509,0.58641975308642,"Peripheral",0.228752265877247
"1544","1544",1,-0.00349360460424509,0.58641975308642,"Peripheral",0.228752265877247
"1733","1733",1,-0.00349360460424509,0.58641975308642,"Peripheral",0.228752265877247
"1751","1751",1,-0.00349360460424509,0.58641975308642,"Peripheral",0.228752265877247
"221","221",1,-0.00349360460424509,0.58641975308642,"Peripheral",0.228752265877247
"248","248",1,-0.00349360460424509,0.58641975308642,"Peripheral",0.228752265877247
"326","326",1,-0.00349360460424509,0.58641975308642,"Peripheral",0.228752265877247
"360","360",1,-0.00349360460424509,0.58641975308642,"Peripheral",0.228752265877247
"362","362",1,-0.00349360460424509,0.58641975308642,"Peripheral",0.228752265877247
"529","529",1,-0.00349360460424509,0.58641975308642,"Peripheral",0.228752265877247
"64","64",1,-0.00349360460424509,0.58641975308642,"Peripheral",0.228752265877247
"647","647",1,-0.00349360460424509,0.58641975308642,"Peripheral",0.228752265877247
"786","786",1,-0.00349360460424509,0.58641975308642,"Peripheral",0.228752265877247
"19","19",1,6.56559136731717,0.534312388414997,"Connector Hub",0.228752265877247
"22","22",1,7.25255450163575,0.526984447643017,"Connector Hub",0.228752265877247
"23","23",1,7.33842489342558,0.479120720436883,"Connector Hub",0.228752265877247
"18","18",1,7.87511484211197,0.559512757201645,"Connector Hub",0.228752265877247
"26","26",1,7.96098523390179,0.465521401896007,"Connector Hub",0.228752265877247
"16","16",1,9.89306904917274,0.585201585995121,"Connector Hub",0.228752265877247
"24","24",1,12.8555975659215,0.450561609300913,"Connector Hub",0.228752265877247
"25","25",1,12.9844031536062,0.451715814934246,"Connector Hub",0.228752265877247
"21","21",1,13.1346763392384,0.538713126919418,"Connector Hub",0.228752265877247
"1061","1061",2,-0.387922277970366,0,"Ultra peripheral",0.228752265877247
"133","133",2,-0.387922277970366,0,"Ultra peripheral",0.228752265877247
"1672","1672",2,-0.387922277970366,0,"Ultra peripheral",0.228752265877247
"293","293",2,-0.387922277970366,0,"Ultra peripheral",0.228752265877247
"342","342",2,-0.387922277970366,0,"Ultra peripheral",0.228752265877247
"440","440",2,-0.387922277970366,0,"Ultra peripheral",0.228752265877247
"446","446",2,-0.387922277970366,0,"Ultra peripheral",0.228752265877247
"448","448",2,-0.387922277970366,0,"Ultra peripheral",0.228752265877247
"465","465",2,-0.387922277970366,0,"Ultra peripheral",0.228752265877247
"468","468",2,-0.387922277970366,0,"Ultra peripheral",0.228752265877247
"783","783",2,-0.387922277970366,0,"Ultra peripheral",0.228752265877247
"819","819",2,-0.387922277970366,0,"Ultra peripheral",0.228752265877247
"855","855",2,-0.387922277970366,0,"Ultra peripheral",0.228752265877247
"911","911",2,-0.387922277970366,0,"Ultra peripheral",0.228752265877247
"946","946",2,-0.387922277970366,0,"Ultra peripheral",0.228752265877247
"997","997",2,-0.387922277970366,0,"Ultra peripheral",0.228752265877247
"1042","1042",2,-0.387922277970366,0.5,"Peripheral",0.228752265877247
"1433","1433",2,-0.387922277970366,0.5,"Peripheral",0.228752265877247
"1476","1476",2,-0.387922277970366,0.5,"Peripheral",0.228752265877247
"1727","1727",2,-0.387922277970366,0.5,"Peripheral",0.228752265877247
"1781","1781",2,-0.387922277970366,0.5,"Peripheral",0.228752265877247
"223","223",2,-0.387922277970366,0.5,"Peripheral",0.228752265877247
"513","513",2,-0.387922277970366,0.5,"Peripheral",0.228752265877247
"601","601",2,-0.387922277970366,0.5,"Peripheral",0.228752265877247
"1044","1044",2,-0.363868173032841,0,"Ultra peripheral",0.228752265877247
"1127","1127",2,-0.363868173032841,0,"Ultra peripheral",0.228752265877247
"1616","1616",2,-0.363868173032841,0,"Ultra peripheral",0.228752265877247
"471","471",2,-0.363868173032841,0,"Ultra peripheral",0.228752265877247
"1612","1612",2,-0.363868173032841,0.444444444444445,"Peripheral",0.228752265877247
"1767","1767",2,-0.363868173032841,0.444444444444445,"Peripheral",0.228752265877247
"1151","1151",2,-0.363868173032841,0.5,"Peripheral",0.228752265877247
"1660","1660",2,-0.363868173032841,0.5,"Peripheral",0.228752265877247
"1466","1466",2,-0.339814068095315,0,"Ultra peripheral",0.228752265877247
"160","160",2,-0.339814068095315,0.375,"Peripheral",0.228752265877247
"912","912",2,-0.339814068095315,0.375,"Peripheral",0.228752265877247
"212","212",2,-0.339814068095315,0.611111111111111,"Peripheral",0.228752265877247
"1747","1747",2,-0.339814068095315,0.612244897959184,"Peripheral",0.228752265877247
"129","129",2,-0.31575996315779,0,"Ultra peripheral",0.228752265877247
"445","445",2,-0.31575996315779,0,"Ultra peripheral",0.228752265877247
"1183","1183",2,-0.31575996315779,0.32,"Peripheral",0.228752265877247
"822","822",2,-0.31575996315779,0.32,"Peripheral",0.228752265877247
"1052","1052",2,-0.31575996315779,0.444444444444445,"Peripheral",0.228752265877247
"1795","1795",2,-0.31575996315779,0.444444444444445,"Peripheral",0.228752265877247
"327","327",2,-0.31575996315779,0.444444444444445,"Peripheral",0.228752265877247
"575","575",2,-0.31575996315779,0.444444444444445,"Peripheral",0.228752265877247
"61","61",2,-0.31575996315779,0.444444444444445,"Peripheral",0.228752265877247
"389","389",2,-0.31575996315779,0.5,"Peripheral",0.228752265877247
"1091","1091",2,-0.31575996315779,0.571428571428571,"Peripheral",0.228752265877247
"1244","1244",2,-0.31575996315779,0.571428571428571,"Peripheral",0.228752265877247
"450","450",2,-0.291705858220265,0,"Ultra peripheral",0.228752265877247
"945","945",2,-0.291705858220265,0.277777777777778,"Peripheral",0.228752265877247
"1150","1150",2,-0.291705858220265,0.408163265306123,"Peripheral",0.228752265877247
"1664","1664",2,-0.291705858220265,0.408163265306123,"Peripheral",0.228752265877247
"696","696",2,-0.291705858220265,0.408163265306123,"Peripheral",0.228752265877247
"709","709",2,-0.291705858220265,0.408163265306123,"Peripheral",0.228752265877247
"98","98",2,-0.291705858220265,0.408163265306123,"Peripheral",0.228752265877247
"1393","1393",2,-0.291705858220265,0.448979591836735,"Peripheral",0.228752265877247
"850","850",2,-0.291705858220265,0.448979591836735,"Peripheral",0.228752265877247
"1155","1155",2,-0.291705858220265,0.53125,"Peripheral",0.228752265877247
"1841","1841",2,-0.291705858220265,0.53125,"Peripheral",0.228752265877247
"810","810",2,-0.291705858220265,0.53125,"Peripheral",0.228752265877247
"1715","1715",2,-0.291705858220265,0.592592592592593,"Peripheral",0.228752265877247
"706","706",2,-0.291705858220265,0.592592592592593,"Peripheral",0.228752265877247
"936","936",2,-0.291705858220265,0.592592592592593,"Peripheral",0.228752265877247
"1281","1281",2,-0.291705858220265,0.62,"Connector",0.228752265877247
"673","673",2,-0.291705858220265,0.62,"Connector",0.228752265877247
"801","801",2,-0.291705858220265,0.62,"Connector",0.228752265877247
"878","878",2,-0.291705858220265,0.62,"Connector",0.228752265877247
"1137","1137",2,-0.291705858220265,0.628099173553719,"Connector",0.228752265877247
"1578","1578",2,-0.291705858220265,0.628099173553719,"Connector",0.228752265877247
"288","288",2,-0.291705858220265,0.628099173553719,"Connector",0.228752265877247
"1513","1513",2,-0.26765175328274,0.375,"Peripheral",0.228752265877247
"441","441",2,-0.26765175328274,0.375,"Peripheral",0.228752265877247
"998","998",2,-0.26765175328274,0.375,"Peripheral",0.228752265877247
"413","413",2,-0.26765175328274,0.48,"Peripheral",0.228752265877247
"101","101",2,-0.26765175328274,0.493827160493827,"Peripheral",0.228752265877247
"1048","1048",2,-0.26765175328274,0.493827160493827,"Peripheral",0.228752265877247
"137","137",2,-0.26765175328274,0.493827160493827,"Peripheral",0.228752265877247
"879","879",2,-0.26765175328274,0.493827160493827,"Peripheral",0.228752265877247
"1412","1412",2,-0.26765175328274,0.495867768595041,"Peripheral",0.228752265877247
"1674","1674",2,-0.26765175328274,0.56,"Peripheral",0.228752265877247
"655","655",2,-0.26765175328274,0.56198347107438,"Peripheral",0.228752265877247
"1062","1062",2,-0.26765175328274,0.59504132231405,"Peripheral",0.228752265877247
"1462","1462",2,-0.26765175328274,0.59504132231405,"Peripheral",0.228752265877247
"1030","1030",2,-0.26765175328274,0.604444444444444,"Peripheral",0.228752265877247
"1101","1101",2,-0.26765175328274,0.604444444444444,"Peripheral",0.228752265877247
"1152","1152",2,-0.26765175328274,0.604444444444444,"Peripheral",0.228752265877247
"1492","1492",2,-0.26765175328274,0.604444444444444,"Peripheral",0.228752265877247
"333","333",2,-0.26765175328274,0.604444444444444,"Peripheral",0.228752265877247
"276","276",2,-0.26765175328274,0.611111111111111,"Peripheral",0.228752265877247
"874","874",2,-0.26765175328274,0.611111111111111,"Peripheral",0.228752265877247
"974","974",2,-0.26765175328274,0.611111111111111,"Peripheral",0.228752265877247
"1140","1140",2,-0.26765175328274,0.612244897959184,"Peripheral",0.228752265877247
"1410","1410",2,-0.26765175328274,0.612244897959184,"Peripheral",0.228752265877247
"509","509",2,-0.26765175328274,0.612244897959184,"Peripheral",0.228752265877247
"553","553",2,-0.26765175328274,0.612244897959184,"Peripheral",0.228752265877247
"1511","1511",2,-0.26765175328274,0.615384615384615,"Peripheral",0.228752265877247
"428","428",2,-0.243597648345214,0,"Ultra peripheral",0.228752265877247
"1373","1373",2,-0.243597648345214,0.345679012345679,"Peripheral",0.228752265877247
"577","577",2,-0.243597648345214,0.345679012345679,"Peripheral",0.228752265877247
"294","294",2,-0.243597648345214,0.46,"Peripheral",0.228752265877247
"476","476",2,-0.243597648345214,0.46,"Peripheral",0.228752265877247
"572","572",2,-0.243597648345214,0.497777777777778,"Peripheral",0.228752265877247
"1149","1149",2,-0.243597648345214,0.528925619834711,"Peripheral",0.228752265877247
"108","108",2,-0.243597648345214,0.569444444444444,"Peripheral",0.228752265877247
"1094","1094",2,-0.243597648345214,0.595155709342561,"Peripheral",0.228752265877247
"1158","1158",2,-0.243597648345214,0.595155709342561,"Peripheral",0.228752265877247
"1264","1264",2,-0.243597648345214,0.595155709342561,"Peripheral",0.228752265877247
"1471","1471",2,-0.243597648345214,0.595155709342561,"Peripheral",0.228752265877247
"1682","1682",2,-0.243597648345214,0.595155709342561,"Peripheral",0.228752265877247
"197","197",2,-0.243597648345214,0.595155709342561,"Peripheral",0.228752265877247
"277","277",2,-0.243597648345214,0.595155709342561,"Peripheral",0.228752265877247
"407","407",2,-0.243597648345214,0.595155709342561,"Peripheral",0.228752265877247
"532","532",2,-0.243597648345214,0.595155709342561,"Peripheral",0.228752265877247
"751","751",2,-0.243597648345214,0.595155709342561,"Peripheral",0.228752265877247
"966","966",2,-0.243597648345214,0.595155709342561,"Peripheral",0.228752265877247
"1396","1396",2,-0.243597648345214,0.6015625,"Peripheral",0.228752265877247
"1735","1735",2,-0.243597648345214,0.6015625,"Peripheral",0.228752265877247
"795","795",2,-0.243597648345214,0.602040816326531,"Peripheral",0.228752265877247
"1309","1309",2,-0.243597648345214,0.604444444444444,"Peripheral",0.228752265877247
"1658","1658",2,-0.243597648345214,0.604444444444444,"Peripheral",0.228752265877247
"1780","1780",2,-0.243597648345214,0.604444444444444,"Peripheral",0.228752265877247
"802","802",2,-0.243597648345214,0.604444444444444,"Peripheral",0.228752265877247
"1743","1743",2,-0.219543543407689,0.32,"Peripheral",0.228752265877247
"393","393",2,-0.219543543407689,0.32,"Peripheral",0.228752265877247
"1362","1362",2,-0.219543543407689,0.498269896193772,"Peripheral",0.228752265877247
"1123","1123",2,-0.219543543407689,0.5,"Peripheral",0.228752265877247
"1615","1615",2,-0.219543543407689,0.540816326530612,"Peripheral",0.228752265877247
"216","216",2,-0.219543543407689,0.544378698224852,"Peripheral",0.228752265877247
"1063","1063",2,-0.219543543407689,0.549382716049383,"Peripheral",0.228752265877247
"414","414",2,-0.219543543407689,0.549382716049383,"Peripheral",0.228752265877247
"1257","1257",2,-0.219543543407689,0.571428571428571,"Peripheral",0.228752265877247
"439","439",2,-0.219543543407689,0.571428571428571,"Peripheral",0.228752265877247
"616","616",2,-0.219543543407689,0.571428571428571,"Peripheral",0.228752265877247
"803","803",2,-0.219543543407689,0.571428571428571,"Peripheral",0.228752265877247
"1111","1111",2,-0.219543543407689,0.587257617728532,"Peripheral",0.228752265877247
"1446","1446",2,-0.219543543407689,0.587257617728532,"Peripheral",0.228752265877247
"1665","1665",2,-0.219543543407689,0.587257617728532,"Peripheral",0.228752265877247
"1689","1689",2,-0.219543543407689,0.587257617728532,"Peripheral",0.228752265877247
"1792","1792",2,-0.219543543407689,0.587257617728532,"Peripheral",0.228752265877247
"1804","1804",2,-0.219543543407689,0.587257617728532,"Peripheral",0.228752265877247
"192","192",2,-0.219543543407689,0.587257617728532,"Peripheral",0.228752265877247
"290","290",2,-0.219543543407689,0.587257617728532,"Peripheral",0.228752265877247
"355","355",2,-0.219543543407689,0.587257617728532,"Peripheral",0.228752265877247
"397","397",2,-0.219543543407689,0.587257617728532,"Peripheral",0.228752265877247
"535","535",2,-0.219543543407689,0.587257617728532,"Peripheral",0.228752265877247
"565","565",2,-0.219543543407689,0.587257617728532,"Peripheral",0.228752265877247
"705","705",2,-0.219543543407689,0.587257617728532,"Peripheral",0.228752265877247
"799","799",2,-0.219543543407689,0.587257617728532,"Peripheral",0.228752265877247
"951","951",2,-0.219543543407689,0.587257617728532,"Peripheral",0.228752265877247
"1334","1334",2,-0.219543543407689,0.592592592592593,"Peripheral",0.228752265877247
"1470","1470",2,-0.219543543407689,0.592592592592593,"Peripheral",0.228752265877247
"242","242",2,-0.219543543407689,0.592592592592593,"Peripheral",0.228752265877247
"598","598",2,-0.219543543407689,0.592592592592593,"Peripheral",0.228752265877247
"846","846",2,-0.219543543407689,0.592592592592593,"Peripheral",0.228752265877247
"1002","1002",2,-0.219543543407689,0.59375,"Peripheral",0.228752265877247
"558","558",2,-0.219543543407689,0.59375,"Peripheral",0.228752265877247
"148","148",2,-0.219543543407689,0.595155709342561,"Peripheral",0.228752265877247
"1534","1534",2,-0.219543543407689,0.595155709342561,"Peripheral",0.228752265877247
"1574","1574",2,-0.219543543407689,0.595155709342561,"Peripheral",0.228752265877247
"408","408",2,-0.219543543407689,0.595155709342561,"Peripheral",0.228752265877247
"305","305",2,-0.195489438470164,0.297520661157025,"Peripheral",0.228752265877247
"1325","1325",2,-0.195489438470164,0.314049586776859,"Peripheral",0.228752265877247
"1082","1082",2,-0.195489438470164,0.402777777777778,"Peripheral",0.228752265877247
"1142","1142",2,-0.195489438470164,0.5,"Peripheral",0.228752265877247
"1195","1195",2,-0.195489438470164,0.520408163265306,"Peripheral",0.228752265877247
"388","388",2,-0.195489438470164,0.548476454293629,"Peripheral",0.228752265877247
"204","204",2,-0.195489438470164,0.551111111111111,"Peripheral",0.228752265877247
"1043","1043",2,-0.195489438470164,0.585,"Peripheral",0.228752265877247
"1776","1776",2,-0.195489438470164,0.585,"Peripheral",0.228752265877247
"1810","1810",2,-0.195489438470164,0.585,"Peripheral",0.228752265877247
"194","194",2,-0.195489438470164,0.585,"Peripheral",0.228752265877247
"600","600",2,-0.195489438470164,0.585,"Peripheral",0.228752265877247
"717","717",2,-0.195489438470164,0.585,"Peripheral",0.228752265877247
"745","745",2,-0.195489438470164,0.585,"Peripheral",0.228752265877247
"746","746",2,-0.195489438470164,0.585,"Peripheral",0.228752265877247
"776","776",2,-0.195489438470164,0.585,"Peripheral",0.228752265877247
"787","787",2,-0.195489438470164,0.585,"Peripheral",0.228752265877247
"828","828",2,-0.195489438470164,0.585,"Peripheral",0.228752265877247
"995","995",2,-0.195489438470164,0.585,"Peripheral",0.228752265877247
"106","106",2,-0.195489438470164,0.587257617728532,"Peripheral",0.228752265877247
"233","233",2,-0.195489438470164,0.587257617728532,"Peripheral",0.228752265877247
"595","595",2,-0.195489438470164,0.587257617728532,"Peripheral",0.228752265877247
"1520","1520",2,-0.171435333532639,0,"Ultra peripheral",0.228752265877247
"1059","1059",2,-0.171435333532639,0.378698224852071,"Peripheral",0.228752265877247
"306","306",2,-0.171435333532639,0.378698224852071,"Peripheral",0.228752265877247
"210","210",2,-0.171435333532639,0.448979591836735,"Peripheral",0.228752265877247
"268","268",2,-0.171435333532639,0.5078125,"Peripheral",0.228752265877247
"620","620",2,-0.171435333532639,0.53125,"Peripheral",0.228752265877247
"693","693",2,-0.171435333532639,0.55363321799308,"Peripheral",0.228752265877247
"259","259",2,-0.171435333532639,0.57617728531856,"Peripheral",0.228752265877247
"1648","1648",2,-0.171435333532639,0.58,"Peripheral",0.228752265877247
"401","401",2,-0.171435333532639,0.58,"Peripheral",0.228752265877247
"992","992",2,-0.171435333532639,0.58,"Peripheral",0.228752265877247
"1015","1015",2,-0.171435333532639,0.580498866213152,"Peripheral",0.228752265877247
"1053","1053",2,-0.171435333532639,0.580498866213152,"Peripheral",0.228752265877247
"1099","1099",2,-0.171435333532639,0.580498866213152,"Peripheral",0.228752265877247
"1109","1109",2,-0.171435333532639,0.580498866213152,"Peripheral",0.228752265877247
"111","111",2,-0.171435333532639,0.580498866213152,"Peripheral",0.228752265877247
"1176","1176",2,-0.171435333532639,0.580498866213152,"Peripheral",0.228752265877247
"144","144",2,-0.171435333532639,0.580498866213152,"Peripheral",0.228752265877247
"1546","1546",2,-0.171435333532639,0.580498866213152,"Peripheral",0.228752265877247
"1579","1579",2,-0.171435333532639,0.580498866213152,"Peripheral",0.228752265877247
"1676","1676",2,-0.171435333532639,0.580498866213152,"Peripheral",0.228752265877247
"1813","1813",2,-0.171435333532639,0.580498866213152,"Peripheral",0.228752265877247
"31","31",2,-0.171435333532639,0.580498866213152,"Peripheral",0.228752265877247
"366","366",2,-0.171435333532639,0.580498866213152,"Peripheral",0.228752265877247
"523","523",2,-0.171435333532639,0.580498866213152,"Peripheral",0.228752265877247
"813","813",2,-0.171435333532639,0.580498866213152,"Peripheral",0.228752265877247
"818","818",2,-0.171435333532639,0.580498866213152,"Peripheral",0.228752265877247
"89","89",2,-0.171435333532639,0.580498866213152,"Peripheral",0.228752265877247
"944","944",2,-0.171435333532639,0.580498866213152,"Peripheral",0.228752265877247
"107","107",2,-0.147381228595113,0.4765625,"Peripheral",0.228752265877247
"754","754",2,-0.147381228595113,0.512110726643599,"Peripheral",0.228752265877247
"1748","1748",2,-0.147381228595113,0.537037037037037,"Peripheral",0.228752265877247
"654","654",2,-0.147381228595113,0.537037037037037,"Peripheral",0.228752265877247
"900","900",2,-0.147381228595113,0.565,"Peripheral",0.228752265877247
"919","919",2,-0.147381228595113,0.565,"Peripheral",0.228752265877247
"95","95",2,-0.147381228595113,0.565,"Peripheral",0.228752265877247
"1640","1640",2,-0.147381228595113,0.571428571428571,"Peripheral",0.228752265877247
"1041","1041",2,-0.147381228595113,0.574380165289256,"Peripheral",0.228752265877247
"1119","1119",2,-0.147381228595113,0.574380165289256,"Peripheral",0.228752265877247
"1386","1386",2,-0.147381228595113,0.574380165289256,"Peripheral",0.228752265877247
"1537","1537",2,-0.147381228595113,0.574380165289256,"Peripheral",0.228752265877247
"1540","1540",2,-0.147381228595113,0.574380165289256,"Peripheral",0.228752265877247
"1700","1700",2,-0.147381228595113,0.574380165289256,"Peripheral",0.228752265877247
"1736","1736",2,-0.147381228595113,0.574380165289256,"Peripheral",0.228752265877247
"1749","1749",2,-0.147381228595113,0.574380165289256,"Peripheral",0.228752265877247
"251","251",2,-0.147381228595113,0.574380165289256,"Peripheral",0.228752265877247
"424","424",2,-0.147381228595113,0.574380165289256,"Peripheral",0.228752265877247
"480","480",2,-0.147381228595113,0.574380165289256,"Peripheral",0.228752265877247
"522","522",2,-0.147381228595113,0.574380165289256,"Peripheral",0.228752265877247
"590","590",2,-0.147381228595113,0.574380165289256,"Peripheral",0.228752265877247
"666","666",2,-0.147381228595113,0.574380165289256,"Peripheral",0.228752265877247
"917","917",2,-0.147381228595113,0.574380165289256,"Peripheral",0.228752265877247
"596","596",2,-0.123327123657588,0.337777777777778,"Peripheral",0.228752265877247
"882","882",2,-0.123327123657588,0.40625,"Peripheral",0.228752265877247
"1011","1011",2,-0.123327123657588,0.456747404844291,"Peripheral",0.228752265877247
"315","315",2,-0.123327123657588,0.493827160493827,"Peripheral",0.228752265877247
"615","615",2,-0.123327123657588,0.520775623268698,"Peripheral",0.228752265877247
"1293","1293",2,-0.123327123657588,0.56198347107438,"Peripheral",0.228752265877247
"1363","1363",2,-0.123327123657588,0.56198347107438,"Peripheral",0.228752265877247
"1494","1494",2,-0.123327123657588,0.56198347107438,"Peripheral",0.228752265877247
"1670","1670",2,-0.123327123657588,0.56198347107438,"Peripheral",0.228752265877247
"1830","1830",2,-0.123327123657588,0.56198347107438,"Peripheral",0.228752265877247
"488","488",2,-0.123327123657588,0.56198347107438,"Peripheral",0.228752265877247
"672","672",2,-0.123327123657588,0.56198347107438,"Peripheral",0.228752265877247
"714","714",2,-0.123327123657588,0.56198347107438,"Peripheral",0.228752265877247
"77","77",2,-0.123327123657588,0.56198347107438,"Peripheral",0.228752265877247
"1060","1060",2,-0.123327123657588,0.56710775047259,"Peripheral",0.228752265877247
"1156","1156",2,-0.123327123657588,0.56710775047259,"Peripheral",0.228752265877247
"1568","1568",2,-0.123327123657588,0.56710775047259,"Peripheral",0.228752265877247
"1756","1756",2,-0.123327123657588,0.56710775047259,"Peripheral",0.228752265877247
"1829","1829",2,-0.123327123657588,0.56710775047259,"Peripheral",0.228752265877247
"255","255",2,-0.123327123657588,0.56710775047259,"Peripheral",0.228752265877247
"374","374",2,-0.123327123657588,0.56710775047259,"Peripheral",0.228752265877247
"478","478",2,-0.123327123657588,0.56710775047259,"Peripheral",0.228752265877247
"59","59",2,-0.123327123657588,0.56710775047259,"Peripheral",0.228752265877247
"749","749",2,-0.123327123657588,0.56710775047259,"Peripheral",0.228752265877247
"794","794",2,-0.123327123657588,0.56710775047259,"Peripheral",0.228752265877247
"888","888",2,-0.123327123657588,0.56710775047259,"Peripheral",0.228752265877247
"925","925",2,-0.0992730187200628,0.231111111111111,"Peripheral",0.228752265877247
"1760","1760",2,-0.0992730187200628,0.387543252595156,"Peripheral",0.228752265877247
"105","105",2,-0.0992730187200628,0.505,"Peripheral",0.228752265877247
"1507","1507",2,-0.0992730187200628,0.526077097505669,"Peripheral",0.228752265877247
"591","591",2,-0.0992730187200628,0.526077097505669,"Peripheral",0.228752265877247
"1350","1350",2,-0.0992730187200628,0.551984877126654,"Peripheral",0.228752265877247
"1586","1586",2,-0.0992730187200628,0.551984877126654,"Peripheral",0.228752265877247
"1837","1837",2,-0.0992730187200628,0.551984877126654,"Peripheral",0.228752265877247
"308","308",2,-0.0992730187200628,0.551984877126654,"Peripheral",0.228752265877247
"824","824",2,-0.0992730187200628,0.551984877126654,"Peripheral",0.228752265877247
"1073","1073",2,-0.0992730187200628,0.559027777777778,"Peripheral",0.228752265877247
"1107","1107",2,-0.0992730187200628,0.559027777777778,"Peripheral",0.228752265877247
"1357","1357",2,-0.0992730187200628,0.559027777777778,"Peripheral",0.228752265877247
"1383","1383",2,-0.0992730187200628,0.559027777777778,"Peripheral",0.228752265877247
"1443","1443",2,-0.0992730187200628,0.559027777777778,"Peripheral",0.228752265877247
"1705","1705",2,-0.0992730187200628,0.559027777777778,"Peripheral",0.228752265877247
"1798","1798",2,-0.0992730187200628,0.559027777777778,"Peripheral",0.228752265877247
"1803","1803",2,-0.0992730187200628,0.559027777777778,"Peripheral",0.228752265877247
"199","199",2,-0.0992730187200628,0.559027777777778,"Peripheral",0.228752265877247
"215","215",2,-0.0992730187200628,0.559027777777778,"Peripheral",0.228752265877247
"353","353",2,-0.0992730187200628,0.559027777777778,"Peripheral",0.228752265877247
"361","361",2,-0.0992730187200628,0.559027777777778,"Peripheral",0.228752265877247
"363","363",2,-0.0992730187200628,0.559027777777778,"Peripheral",0.228752265877247
"369","369",2,-0.0992730187200628,0.559027777777778,"Peripheral",0.228752265877247
"372","372",2,-0.0992730187200628,0.559027777777778,"Peripheral",0.228752265877247
"422","422",2,-0.0992730187200628,0.559027777777778,"Peripheral",0.228752265877247
"499","499",2,-0.0992730187200628,0.559027777777778,"Peripheral",0.228752265877247
"71","71",2,-0.0992730187200628,0.559027777777778,"Peripheral",0.228752265877247
"768","768",2,-0.0992730187200628,0.559027777777778,"Peripheral",0.228752265877247
"809","809",2,-0.0992730187200628,0.559027777777778,"Peripheral",0.228752265877247
"957","957",2,-0.0992730187200628,0.559027777777778,"Peripheral",0.228752265877247
"968","968",2,-0.0992730187200628,0.559027777777778,"Peripheral",0.228752265877247
"1126","1126",2,-0.0752189137825376,0.541666666666667,"Peripheral",0.228752265877247
"1790","1790",2,-0.0752189137825376,0.541666666666667,"Peripheral",0.228752265877247
"47","47",2,-0.0752189137825376,0.541666666666667,"Peripheral",0.228752265877247
"473","473",2,-0.0752189137825376,0.541666666666667,"Peripheral",0.228752265877247
"567","567",2,-0.0752189137825376,0.541666666666667,"Peripheral",0.228752265877247
"1076","1076",2,-0.0752189137825376,0.5504,"Peripheral",0.228752265877247
"1136","1136",2,-0.0752189137825376,0.5504,"Peripheral",0.228752265877247
"1139","1139",2,-0.0752189137825376,0.5504,"Peripheral",0.228752265877247
"1144","1144",2,-0.0752189137825376,0.5504,"Peripheral",0.228752265877247
"1154","1154",2,-0.0752189137825376,0.5504,"Peripheral",0.228752265877247
"1376","1376",2,-0.0752189137825376,0.5504,"Peripheral",0.228752265877247
"1378","1378",2,-0.0752189137825376,0.5504,"Peripheral",0.228752265877247
"1392","1392",2,-0.0752189137825376,0.5504,"Peripheral",0.228752265877247
"1417","1417",2,-0.0752189137825376,0.5504,"Peripheral",0.228752265877247
"151","151",2,-0.0752189137825376,0.5504,"Peripheral",0.228752265877247
"1521","1521",2,-0.0752189137825376,0.5504,"Peripheral",0.228752265877247
"1565","1565",2,-0.0752189137825376,0.5504,"Peripheral",0.228752265877247
"163","163",2,-0.0752189137825376,0.5504,"Peripheral",0.228752265877247
"1704","1704",2,-0.0752189137825376,0.5504,"Peripheral",0.228752265877247
"1840","1840",2,-0.0752189137825376,0.5504,"Peripheral",0.228752265877247
"309","309",2,-0.0752189137825376,0.5504,"Peripheral",0.228752265877247
"320","320",2,-0.0752189137825376,0.5504,"Peripheral",0.228752265877247
"321","321",2,-0.0752189137825376,0.5504,"Peripheral",0.228752265877247
"336","336",2,-0.0752189137825376,0.5504,"Peripheral",0.228752265877247
"477","477",2,-0.0752189137825376,0.5504,"Peripheral",0.228752265877247
"497","497",2,-0.0752189137825376,0.5504,"Peripheral",0.228752265877247
"55","55",2,-0.0752189137825376,0.5504,"Peripheral",0.228752265877247
"658","658",2,-0.0752189137825376,0.5504,"Peripheral",0.228752265877247
"735","735",2,-0.0752189137825376,0.5504,"Peripheral",0.228752265877247
"740","740",2,-0.0752189137825376,0.5504,"Peripheral",0.228752265877247
"800","800",2,-0.0752189137825376,0.5504,"Peripheral",0.228752265877247
"833","833",2,-0.0752189137825376,0.5504,"Peripheral",0.228752265877247
"937","937",2,-0.0752189137825376,0.5504,"Peripheral",0.228752265877247
"941","941",2,-0.0752189137825376,0.5504,"Peripheral",0.228752265877247
"1522","1522",2,-0.0511648088450123,0.475206611570248,"Peripheral",0.228752265877247
"1399","1399",2,-0.0511648088450123,0.5312,"Peripheral",0.228752265877247
"928","928",2,-0.0511648088450123,0.5312,"Peripheral",0.228752265877247
"1047","1047",2,-0.0511648088450123,0.541420118343195,"Peripheral",0.228752265877247
"1133","1133",2,-0.0511648088450123,0.541420118343195,"Peripheral",0.228752265877247
"1135","1135",2,-0.0511648088450123,0.541420118343195,"Peripheral",0.228752265877247
"1354","1354",2,-0.0511648088450123,0.541420118343195,"Peripheral",0.228752265877247
"1377","1377",2,-0.0511648088450123,0.541420118343195,"Peripheral",0.228752265877247
"1445","1445",2,-0.0511648088450123,0.541420118343195,"Peripheral",0.228752265877247
